Country,Time,Balance,Product,Value,Unit,Month,Year
Colombia,2019-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,Renovable,6.1812,GWh,5,2019
Colombia,2019-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,Renovable,4478.6759,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,No Renovable,540.4525,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,No Renovable,216.9355,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,No Renovable,993.9176,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,Renovable,127.146,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,Renovable,12.6934,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2019
Colombia,2019-04-01,Net Electricity Production,Renovable,6.8334,GWh,4,2019
Colombia,2019-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,Renovable,4172.0932,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,No Renovable,889.6555,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,No Renovable,219.2259,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,No Renovable,1070.5251,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,Renovable,127.1503,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,Renovable,11.9851,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2019
Colombia,2019-03-01,Net Electricity Production,Renovable,6.3316,GWh,3,2019
Colombia,2019-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,Renovable,3617.0881,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,No Renovable,877.8895,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,No Renovable,226.3562,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,No Renovable,1149.1323,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,Renovable,127.1495,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,Renovable,6.2293,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2019
Colombia,2019-02-01,Net Electricity Production,Renovable,6.693,GWh,2,2019
Colombia,2019-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,Renovable,3920.3703,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,No Renovable,1003.1772,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,No Renovable,221.2405,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,No Renovable,1122.3242,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,Renovable,127.1524,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,Renovable,4.1238,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2019
Colombia,2019-01-01,Net Electricity Production,Renovable,6.3637,GWh,1,2019
Colombia,2018-12-01,Net Electricity Production,No Renovable,0.0,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,Renovable,4622.7516,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,No Renovable,673.8675,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,No Renovable,184.8871,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,No Renovable,931.1191,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,Renovable,118.3338,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,No Renovable,0.0,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,Renovable,4.4779,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2018
Colombia,2018-12-01,Net Electricity Production,Renovable,5.6549,GWh,12,2018
Colombia,2018-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,Renovable,5171.7903,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,No Renovable,196.0508,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,No Renovable,196.6513,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,No Renovable,932.7501,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,Renovable,118.2031,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,Renovable,0.7277,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2018
Colombia,2018-11-01,Net Electricity Production,Renovable,3.6409,GWh,11,2018
Colombia,2018-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,Renovable,5131.3907,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,No Renovable,320.7612,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,No Renovable,189.2651,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,No Renovable,947.8799,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,Renovable,118.3166,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,Renovable,0.8364,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2018
Colombia,2018-10-01,Net Electricity Production,Renovable,1.8497,GWh,10,2018
Colombia,2018-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,Renovable,4936.7191,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,No Renovable,318.4431,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,No Renovable,189.3065,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,No Renovable,961.8642,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,Renovable,118.2917,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,Renovable,0.5289,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2018
Colombia,2018-09-01,Net Electricity Production,Renovable,3.6692,GWh,9,2018
Colombia,2018-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,Renovable,5189.1451,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,No Renovable,249.4757,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,No Renovable,198.9387,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,No Renovable,969.7874,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,Renovable,118.3197,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,Renovable,0.6171,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2018
Colombia,2018-08-01,Net Electricity Production,Renovable,5.59,GWh,8,2018
Colombia,2018-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,Renovable,5209.7446,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,No Renovable,194.6212,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,No Renovable,188.4891,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,No Renovable,932.7013,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,Renovable,118.3184,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,Renovable,1.4712,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2018
Colombia,2018-07-01,Net Electricity Production,Renovable,5.6915,GWh,7,2018
Colombia,2018-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,Renovable,4963.8795,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,No Renovable,186.5123,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,No Renovable,191.9733,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,No Renovable,955.9654,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,Renovable,118.2554,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,Renovable,1.7057,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2018
Colombia,2018-06-01,Net Electricity Production,Renovable,3.7201,GWh,6,2018
Colombia,2018-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,Renovable,5046.0738,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,No Renovable,272.0187,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,No Renovable,191.7609,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,No Renovable,917.266,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,Renovable,118.1555,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,Renovable,1.7668,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2018
Colombia,2018-05-01,Net Electricity Production,Renovable,2.8794,GWh,5,2018
Colombia,2018-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,Renovable,4905.4692,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,No Renovable,248.1967,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,No Renovable,189.6139,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,No Renovable,874.3413,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,Renovable,118.2572,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,Renovable,1.8253,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2018
Colombia,2018-04-01,Net Electricity Production,Renovable,2.7123,GWh,4,2018
Colombia,2018-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,Renovable,4482.1312,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,No Renovable,669.3172,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,No Renovable,176.3492,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,No Renovable,1011.8556,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,Renovable,118.2969,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,Renovable,2.2511,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2018
Colombia,2018-03-01,Net Electricity Production,Renovable,3.046,GWh,3,2018
Colombia,2018-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,Renovable,3891.0167,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,No Renovable,595.3445,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,No Renovable,202.0002,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,No Renovable,1062.2366,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,Renovable,118.2877,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,Renovable,2.0409,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2018
Colombia,2018-02-01,Net Electricity Production,Renovable,2.3321,GWh,2,2018
Colombia,2018-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,Renovable,4638.02,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,No Renovable,500.4205,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,No Renovable,179.751,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,No Renovable,816.2448,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,Renovable,118.2794,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,Renovable,2.141,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2018
Colombia,2018-01-01,Net Electricity Production,Renovable,1.4998,GWh,1,2018
Colombia,2017-12-01,Net Electricity Production,Renovable,5061.7784,GWh,12,2017
Colombia,2017-12-01,Net Electricity Production,No Renovable,280.0646,GWh,12,2017
Colombia,2017-12-01,Net Electricity Production,No Renovable,177.0303,GWh,12,2017
Colombia,2017-12-01,Net Electricity Production,No Renovable,900.0918,GWh,12,2017
Colombia,2017-12-01,Net Electricity Production,Renovable,115.9531,GWh,12,2017
Colombia,2017-12-01,Net Electricity Production,Renovable,3.2918,GWh,12,2017
Colombia,2017-12-01,Net Electricity Production,Renovable,0.8393,GWh,12,2017
Colombia,2017-11-01,Net Electricity Production,Renovable,4876.7118,GWh,11,2017
Colombia,2017-11-01,Net Electricity Production,No Renovable,285.8106,GWh,11,2017
Colombia,2017-11-01,Net Electricity Production,No Renovable,182.749,GWh,11,2017
Colombia,2017-11-01,Net Electricity Production,No Renovable,959.7474,GWh,11,2017
Colombia,2017-11-01,Net Electricity Production,Renovable,115.8664,GWh,11,2017
Colombia,2017-11-01,Net Electricity Production,Renovable,2.9756,GWh,11,2017
Colombia,2017-11-01,Net Electricity Production,Renovable,0.3281,GWh,11,2017
Colombia,2017-10-01,Net Electricity Production,Renovable,4998.7696,GWh,10,2017
Colombia,2017-10-01,Net Electricity Production,No Renovable,386.1465,GWh,10,2017
Colombia,2017-10-01,Net Electricity Production,No Renovable,179.8058,GWh,10,2017
Colombia,2017-10-01,Net Electricity Production,No Renovable,907.624,GWh,10,2017
Colombia,2017-10-01,Net Electricity Production,Renovable,115.9838,GWh,10,2017
Colombia,2017-10-01,Net Electricity Production,Renovable,2.9782,GWh,10,2017
Colombia,2017-10-01,Net Electricity Production,Renovable,0.3213,GWh,10,2017
Colombia,2017-09-01,Net Electricity Production,Renovable,4962.0514,GWh,9,2017
Colombia,2017-09-01,Net Electricity Production,No Renovable,369.5543,GWh,9,2017
Colombia,2017-09-01,Net Electricity Production,No Renovable,179.3308,GWh,9,2017
Colombia,2017-09-01,Net Electricity Production,No Renovable,846.6574,GWh,9,2017
Colombia,2017-09-01,Net Electricity Production,Renovable,115.9676,GWh,9,2017
Colombia,2017-09-01,Net Electricity Production,Renovable,3.4292,GWh,9,2017
Colombia,2017-09-01,Net Electricity Production,Renovable,0.1344,GWh,9,2017
Colombia,2017-08-01,Net Electricity Production,Renovable,5255.9233,GWh,8,2017
Colombia,2017-08-01,Net Electricity Production,No Renovable,220.4568,GWh,8,2017
Colombia,2017-08-01,Net Electricity Production,No Renovable,180.4642,GWh,8,2017
Colombia,2017-08-01,Net Electricity Production,No Renovable,865.876,GWh,8,2017
Colombia,2017-08-01,Net Electricity Production,Renovable,115.996,GWh,8,2017
Colombia,2017-08-01,Net Electricity Production,Renovable,1.2882,GWh,8,2017
Colombia,2017-08-01,Net Electricity Production,Renovable,0.0779,GWh,8,2017
Colombia,2017-07-01,Net Electricity Production,Renovable,5276.5423,GWh,7,2017
Colombia,2017-07-01,Net Electricity Production,No Renovable,112.4265,GWh,7,2017
Colombia,2017-07-01,Net Electricity Production,No Renovable,176.1411,GWh,7,2017
Colombia,2017-07-01,Net Electricity Production,No Renovable,852.9876,GWh,7,2017
Colombia,2017-07-01,Net Electricity Production,Renovable,115.9641,GWh,7,2017
Colombia,2017-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2017
Colombia,2017-06-01,Net Electricity Production,Renovable,5099.3265,GWh,6,2017
Colombia,2017-06-01,Net Electricity Production,No Renovable,118.1592,GWh,6,2017
Colombia,2017-06-01,Net Electricity Production,No Renovable,177.6774,GWh,6,2017
Colombia,2017-06-01,Net Electricity Production,No Renovable,864.9634,GWh,6,2017
Colombia,2017-06-01,Net Electricity Production,Renovable,115.8407,GWh,6,2017
Colombia,2017-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2017
Colombia,2017-06-01,Net Electricity Production,Renovable,0.2123,GWh,6,2017
Colombia,2017-05-01,Net Electricity Production,Renovable,5251.3326,GWh,5,2017
Colombia,2017-05-01,Net Electricity Production,No Renovable,155.525,GWh,5,2017
Colombia,2017-05-01,Net Electricity Production,No Renovable,182.4147,GWh,5,2017
Colombia,2017-05-01,Net Electricity Production,No Renovable,862.9608,GWh,5,2017
Colombia,2017-05-01,Net Electricity Production,Renovable,115.7244,GWh,5,2017
Colombia,2017-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2017
Colombia,2017-05-01,Net Electricity Production,Renovable,0.6446,GWh,5,2017
Colombia,2017-04-01,Net Electricity Production,Renovable,4885.889,GWh,4,2017
Colombia,2017-04-01,Net Electricity Production,No Renovable,179.2532,GWh,4,2017
Colombia,2017-04-01,Net Electricity Production,No Renovable,175.6954,GWh,4,2017
Colombia,2017-04-01,Net Electricity Production,No Renovable,917.2406,GWh,4,2017
Colombia,2017-04-01,Net Electricity Production,Renovable,115.9096,GWh,4,2017
Colombia,2017-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2017
Colombia,2017-04-01,Net Electricity Production,Renovable,0.4342,GWh,4,2017
Colombia,2017-03-01,Net Electricity Production,Renovable,4769.7494,GWh,3,2017
Colombia,2017-03-01,Net Electricity Production,No Renovable,342.8831,GWh,3,2017
Colombia,2017-03-01,Net Electricity Production,No Renovable,187.1993,GWh,3,2017
Colombia,2017-03-01,Net Electricity Production,No Renovable,947.31,GWh,3,2017
Colombia,2017-03-01,Net Electricity Production,Renovable,115.9647,GWh,3,2017
Colombia,2017-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2017
Colombia,2017-02-01,Net Electricity Production,Renovable,4375.0167,GWh,2,2017
Colombia,2017-02-01,Net Electricity Production,No Renovable,402.6204,GWh,2,2017
Colombia,2017-02-01,Net Electricity Production,No Renovable,181.5323,GWh,2,2017
Colombia,2017-02-01,Net Electricity Production,No Renovable,940.7197,GWh,2,2017
Colombia,2017-02-01,Net Electricity Production,Renovable,115.9481,GWh,2,2017
Colombia,2017-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2017
Colombia,2017-01-01,Net Electricity Production,Renovable,4891.8052,GWh,1,2017
Colombia,2017-01-01,Net Electricity Production,No Renovable,247.1356,GWh,1,2017
Colombia,2017-01-01,Net Electricity Production,No Renovable,176.6813,GWh,1,2017
Colombia,2017-01-01,Net Electricity Production,No Renovable,854.5393,GWh,1,2017
Colombia,2017-01-01,Net Electricity Production,Renovable,115.9629,GWh,1,2017
Colombia,2017-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2017
Colombia,2016-12-01,Net Electricity Production,Renovable,4798.2378,GWh,12,2016
Colombia,2016-12-01,Net Electricity Production,No Renovable,277.2748,GWh,12,2016
Colombia,2016-12-01,Net Electricity Production,No Renovable,167.9277,GWh,12,2016
Colombia,2016-12-01,Net Electricity Production,No Renovable,951.9941,GWh,12,2016
Colombia,2016-12-01,Net Electricity Production,Renovable,118.5956,GWh,12,2016
Colombia,2016-12-01,Net Electricity Production,Renovable,0.7107,GWh,12,2016
Colombia,2016-12-01,Net Electricity Production,Renovable,1.529,GWh,12,2016
Colombia,2016-11-01,Net Electricity Production,Renovable,4519.1294,GWh,11,2016
Colombia,2016-11-01,Net Electricity Production,No Renovable,356.0975,GWh,11,2016
Colombia,2016-11-01,Net Electricity Production,No Renovable,196.8128,GWh,11,2016
Colombia,2016-11-01,Net Electricity Production,No Renovable,993.2802,GWh,11,2016
Colombia,2016-11-01,Net Electricity Production,Renovable,118.5946,GWh,11,2016
Colombia,2016-11-01,Net Electricity Production,Renovable,0.6971,GWh,11,2016
Colombia,2016-11-01,Net Electricity Production,Renovable,1.0548,GWh,11,2016
Colombia,2016-10-01,Net Electricity Production,Renovable,4385.7892,GWh,10,2016
Colombia,2016-10-01,Net Electricity Production,No Renovable,527.6037,GWh,10,2016
Colombia,2016-10-01,Net Electricity Production,No Renovable,184.6942,GWh,10,2016
Colombia,2016-10-01,Net Electricity Production,No Renovable,1100.2624,GWh,10,2016
Colombia,2016-10-01,Net Electricity Production,Renovable,118.6406,GWh,10,2016
Colombia,2016-10-01,Net Electricity Production,Renovable,0.7538,GWh,10,2016
Colombia,2016-10-01,Net Electricity Production,Renovable,1.4158,GWh,10,2016
Colombia,2016-09-01,Net Electricity Production,Renovable,4579.3604,GWh,9,2016
Colombia,2016-09-01,Net Electricity Production,No Renovable,298.2819,GWh,9,2016
Colombia,2016-09-01,Net Electricity Production,No Renovable,174.6026,GWh,9,2016
Colombia,2016-09-01,Net Electricity Production,No Renovable,1113.6119,GWh,9,2016
Colombia,2016-09-01,Net Electricity Production,Renovable,118.6288,GWh,9,2016
Colombia,2016-09-01,Net Electricity Production,Renovable,0.7616,GWh,9,2016
Colombia,2016-09-01,Net Electricity Production,Renovable,3.2688,GWh,9,2016
Colombia,2016-08-01,Net Electricity Production,Renovable,4632.2164,GWh,8,2016
Colombia,2016-08-01,Net Electricity Production,No Renovable,480.872,GWh,8,2016
Colombia,2016-08-01,Net Electricity Production,No Renovable,178.4368,GWh,8,2016
Colombia,2016-08-01,Net Electricity Production,No Renovable,1063.7763,GWh,8,2016
Colombia,2016-08-01,Net Electricity Production,Renovable,118.6397,GWh,8,2016
Colombia,2016-08-01,Net Electricity Production,Renovable,0.7804,GWh,8,2016
Colombia,2016-08-01,Net Electricity Production,Renovable,5.5746,GWh,8,2016
Colombia,2016-07-01,Net Electricity Production,Renovable,4505.5114,GWh,7,2016
Colombia,2016-07-01,Net Electricity Production,No Renovable,435.097,GWh,7,2016
Colombia,2016-07-01,Net Electricity Production,No Renovable,176.8234,GWh,7,2016
Colombia,2016-07-01,Net Electricity Production,No Renovable,985.0958,GWh,7,2016
Colombia,2016-07-01,Net Electricity Production,Renovable,118.5975,GWh,7,2016
Colombia,2016-07-01,Net Electricity Production,Renovable,0.6582,GWh,7,2016
Colombia,2016-07-01,Net Electricity Production,Renovable,6.888,GWh,7,2016
Colombia,2016-06-01,Net Electricity Production,Renovable,4186.5048,GWh,6,2016
Colombia,2016-06-01,Net Electricity Production,No Renovable,428.8461,GWh,6,2016
Colombia,2016-06-01,Net Electricity Production,No Renovable,181.4991,GWh,6,2016
Colombia,2016-06-01,Net Electricity Production,No Renovable,1190.5107,GWh,6,2016
Colombia,2016-06-01,Net Electricity Production,Renovable,118.5756,GWh,6,2016
Colombia,2016-06-01,Net Electricity Production,Renovable,0.6313,GWh,6,2016
Colombia,2016-06-01,Net Electricity Production,Renovable,5.8019,GWh,6,2016
Colombia,2016-05-01,Net Electricity Production,Renovable,4384.0865,GWh,5,2016
Colombia,2016-05-01,Net Electricity Production,No Renovable,384.7572,GWh,5,2016
Colombia,2016-05-01,Net Electricity Production,No Renovable,177.7137,GWh,5,2016
Colombia,2016-05-01,Net Electricity Production,No Renovable,1175.7874,GWh,5,2016
Colombia,2016-05-01,Net Electricity Production,Renovable,118.5666,GWh,5,2016
Colombia,2016-05-01,Net Electricity Production,Renovable,0.6468,GWh,5,2016
Colombia,2016-05-01,Net Electricity Production,Renovable,3.9548,GWh,5,2016
Colombia,2016-04-01,Net Electricity Production,Renovable,3375.3304,GWh,4,2016
Colombia,2016-04-01,Net Electricity Production,No Renovable,628.6885,GWh,4,2016
Colombia,2016-04-01,Net Electricity Production,No Renovable,444.9965,GWh,4,2016
Colombia,2016-04-01,Net Electricity Production,No Renovable,1443.073,GWh,4,2016
Colombia,2016-04-01,Net Electricity Production,Renovable,118.6527,GWh,4,2016
Colombia,2016-04-01,Net Electricity Production,Renovable,0.6877,GWh,4,2016
Colombia,2016-04-01,Net Electricity Production,Renovable,4.0251,GWh,4,2016
Colombia,2016-03-01,Net Electricity Production,Renovable,2550.8264,GWh,3,2016
Colombia,2016-03-01,Net Electricity Production,No Renovable,783.9864,GWh,3,2016
Colombia,2016-03-01,Net Electricity Production,No Renovable,820.929,GWh,3,2016
Colombia,2016-03-01,Net Electricity Production,No Renovable,1782.2869,GWh,3,2016
Colombia,2016-03-01,Net Electricity Production,Renovable,118.6584,GWh,3,2016
Colombia,2016-03-01,Net Electricity Production,Renovable,0.8173,GWh,3,2016
Colombia,2016-03-01,Net Electricity Production,Renovable,5.4721,GWh,3,2016
Colombia,2016-02-01,Net Electricity Production,Renovable,2889.909,GWh,2,2016
Colombia,2016-02-01,Net Electricity Production,No Renovable,685.0588,GWh,2,2016
Colombia,2016-02-01,Net Electricity Production,No Renovable,728.2215,GWh,2,2016
Colombia,2016-02-01,Net Electricity Production,No Renovable,1701.5403,GWh,2,2016
Colombia,2016-02-01,Net Electricity Production,Renovable,118.6402,GWh,2,2016
Colombia,2016-02-01,Net Electricity Production,Renovable,0.7406,GWh,2,2016
Colombia,2016-02-01,Net Electricity Production,Renovable,5.8644,GWh,2,2016
Colombia,2016-01-01,Net Electricity Production,Renovable,2866.7274,GWh,1,2016
Colombia,2016-01-01,Net Electricity Production,No Renovable,759.5342,GWh,1,2016
Colombia,2016-01-01,Net Electricity Production,No Renovable,535.764,GWh,1,2016
Colombia,2016-01-01,Net Electricity Production,No Renovable,1975.2344,GWh,1,2016
Colombia,2016-01-01,Net Electricity Production,Renovable,118.6229,GWh,1,2016
Colombia,2016-01-01,Net Electricity Production,Renovable,0.8766,GWh,1,2016
Colombia,2016-01-01,Net Electricity Production,Renovable,4.8047,GWh,1,2016
Colombia,2015-12-01,Net Electricity Production,Renovable,3279.061,GWh,12,2015
Colombia,2015-12-01,Net Electricity Production,No Renovable,757.253,GWh,12,2015
Colombia,2015-12-01,Net Electricity Production,No Renovable,524.377,GWh,12,2015
Colombia,2015-12-01,Net Electricity Production,No Renovable,1723.593,GWh,12,2015
