Country,Time,Balance,Product,Value,Unit,Month,Year
Colombia,2021-12-01,Net Electricity Production,No Renovable,235.5352,GWh,12,2021
Colombia,2021-12-01,Net Electricity Production,No Renovable,941.8474,GWh,12,2021
Colombia,2021-12-01,Net Electricity Production,Renovable,183.6932,GWh,12,2021
Colombia,2021-12-01,Net Electricity Production,No Renovable,0.0,GWh,12,2021
Colombia,2021-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2021
Colombia,2021-12-01,Net Electricity Production,Renovable,38.428,GWh,12,2021
Colombia,2021-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2021
Colombia,2021-12-01,Net Electricity Production,Renovable,4.6262,GWh,12,2021
Colombia,2021-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,Renovable,5328.5478,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,No Renovable,194.2761,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,No Renovable,226.1981,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,No Renovable,897.2188,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,Renovable,183.5788,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,Renovable,35.8733,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2021
Colombia,2021-11-01,Net Electricity Production,Renovable,3.1705,GWh,11,2021
Colombia,2021-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,Renovable,5580.5925,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,No Renovable,232.7533,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,No Renovable,235.4176,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,No Renovable,920.0408,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,Renovable,183.638,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,Renovable,33.5293,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2021
Colombia,2021-10-01,Net Electricity Production,Renovable,2.6408,GWh,10,2021
Colombia,2021-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,Renovable,5498.7174,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,No Renovable,210.3312,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,No Renovable,232.4024,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,No Renovable,888.4993,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,Renovable,183.6023,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,Renovable,29.5789,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2021
Colombia,2021-09-01,Net Electricity Production,Renovable,3.8554,GWh,9,2021
Colombia,2021-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,Renovable,5351.4869,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,No Renovable,216.4149,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,No Renovable,226.3071,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,No Renovable,912.7994,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,Renovable,183.5849,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,Renovable,25.6596,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2021
Colombia,2021-08-01,Net Electricity Production,Renovable,4.4381,GWh,8,2021
Colombia,2021-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,Renovable,5332.3929,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,No Renovable,221.4548,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,No Renovable,235.6258,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,No Renovable,926.7877,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,Renovable,183.59,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,Renovable,21.8151,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2021
Colombia,2021-07-01,Net Electricity Production,Renovable,6.1194,GWh,7,2021
Colombia,2021-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,Renovable,5092.7922,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,No Renovable,167.1735,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,No Renovable,229.3478,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,No Renovable,879.1434,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,Renovable,183.5932,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,Renovable,22.3516,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2021
Colombia,2021-06-01,Net Electricity Production,Renovable,6.0067,GWh,6,2021
Colombia,2021-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,Renovable,5137.0145,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,No Renovable,257.0017,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,No Renovable,225.3937,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,No Renovable,785.7721,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,Renovable,183.6919,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,Renovable,22.0532,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2021
Colombia,2021-05-01,Net Electricity Production,Renovable,6.9922,GWh,5,2021
Colombia,2021-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,Renovable,4762.4764,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,No Renovable,384.7232,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,No Renovable,228.3551,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,No Renovable,813.57,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,Renovable,183.6116,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,Renovable,22.8164,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2021
Colombia,2021-04-01,Net Electricity Production,Renovable,6.3398,GWh,4,2021
Colombia,2021-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,Renovable,4825.0188,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,No Renovable,460.1559,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,No Renovable,226.1983,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,No Renovable,906.5382,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,Renovable,183.6168,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,Renovable,24.0222,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2021
Colombia,2021-03-01,Net Electricity Production,Renovable,6.2167,GWh,3,2021
Colombia,2021-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,Renovable,3993.4059,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,No Renovable,869.2165,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,No Renovable,226.1742,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,No Renovable,944.6924,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,Renovable,183.5855,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,Renovable,22.7534,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2021
Colombia,2021-02-01,Net Electricity Production,Renovable,5.6824,GWh,2,2021
Colombia,2021-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,Renovable,4575.2275,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,No Renovable,565.7028,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,No Renovable,231.2305,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,No Renovable,926.5313,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,Renovable,183.5816,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,Renovable,24.136,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2021
Colombia,2021-01-01,Net Electricity Production,Renovable,4.3738,GWh,1,2021
Colombia,2020-12-01,Net Electricity Production,No Renovable,0.0,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,Renovable,4669.5601,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,No Renovable,556.4019,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,No Renovable,212.992,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,No Renovable,1125.255,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,Renovable,173.7709,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,No Renovable,0.0,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,Renovable,23.4687,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2020
Colombia,2020-12-01,Net Electricity Production,Renovable,3.2991,GWh,12,2020
Colombia,2020-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,Renovable,4698.9114,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,No Renovable,524.5725,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,No Renovable,212.8485,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,No Renovable,1105.7642,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,Renovable,173.7685,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,Renovable,15.9471,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2020
Colombia,2020-11-01,Net Electricity Production,Renovable,1.2735,GWh,11,2020
Colombia,2020-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,Renovable,4525.4725,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,No Renovable,709.6669,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,No Renovable,211.9985,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,No Renovable,1123.9861,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,Renovable,173.7702,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,Renovable,17.2026,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2020
Colombia,2020-10-01,Net Electricity Production,Renovable,1.3912,GWh,10,2020
Colombia,2020-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,Renovable,4344.2693,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,No Renovable,561.4994,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,No Renovable,213.5332,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,No Renovable,1200.5624,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,Renovable,173.77,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,Renovable,16.799,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2020
Colombia,2020-09-01,Net Electricity Production,Renovable,1.3966,GWh,9,2020
Colombia,2020-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,Renovable,4564.7455,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,No Renovable,465.9642,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,No Renovable,210.0102,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,No Renovable,1063.1124,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,Renovable,173.7704,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,Renovable,14.5819,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2020
Colombia,2020-08-01,Net Electricity Production,Renovable,1.9438,GWh,8,2020
Colombia,2020-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,Renovable,4539.0598,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,No Renovable,468.794,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,No Renovable,210.0085,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,No Renovable,952.367,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,Renovable,173.7704,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,Renovable,14.5587,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2020
Colombia,2020-07-01,Net Electricity Production,Renovable,0.0055,GWh,7,2020
Colombia,2020-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,Renovable,3340.1844,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,No Renovable,894.4178,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,No Renovable,211.4782,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,No Renovable,1363.9761,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,Renovable,173.7699,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,Renovable,14.0645,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2020
Colombia,2020-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2020
Colombia,2020-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,Renovable,3292.8169,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,No Renovable,1010.6799,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,No Renovable,214.1326,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,No Renovable,1384.2561,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,Renovable,173.7686,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,Renovable,15.3801,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2020
Colombia,2020-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2020
Colombia,2020-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,Renovable,3362.9603,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,No Renovable,887.4217,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,No Renovable,216.05,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,No Renovable,1023.5144,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,Renovable,173.7692,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,No Renovable,0.0,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,Renovable,15.0527,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2020
Colombia,2020-04-01,Net Electricity Production,Renovable,0.0,GWh,4,2020
Colombia,2020-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,Renovable,3679.0366,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,No Renovable,1020.5536,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,No Renovable,210.8643,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,No Renovable,1467.4252,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,Renovable,173.7703,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,No Renovable,0.0,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,Renovable,16.2958,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2020
Colombia,2020-03-01,Net Electricity Production,Renovable,0.0,GWh,3,2020
Colombia,2020-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,Renovable,3452.5597,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,No Renovable,1054.9824,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,No Renovable,214.6861,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,No Renovable,1597.1454,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,Renovable,173.7708,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,No Renovable,0.0,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,Renovable,15.6607,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2020
Colombia,2020-02-01,Net Electricity Production,Renovable,0.0,GWh,2,2020
Colombia,2020-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,Renovable,3910.4444,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,No Renovable,967.4957,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,No Renovable,211.5801,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,No Renovable,1337.4827,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,Renovable,173.7709,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,No Renovable,0.0,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,Renovable,15.9132,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,Renovable,0.0,GWh,1,2020
Colombia,2020-01-01,Net Electricity Production,Renovable,0.5113,GWh,1,2020
Colombia,2019-12-01,Net Electricity Production,No Renovable,0.0,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,Renovable,3824.1722,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,No Renovable,883.2156,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,No Renovable,216.756,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,No Renovable,1269.332,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,Renovable,127.1489,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,No Renovable,0.0,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,Renovable,12.0707,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,Renovable,0.0,GWh,12,2019
Colombia,2019-12-01,Net Electricity Production,Renovable,4.587,GWh,12,2019
Colombia,2019-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,Renovable,4326.4463,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,No Renovable,771.845,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,No Renovable,218.8701,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,No Renovable,1089.2029,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,Renovable,127.1442,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,No Renovable,0.0,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,Renovable,13.1792,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,Renovable,0.0,GWh,11,2019
Colombia,2019-11-01,Net Electricity Production,Renovable,3.3739,GWh,11,2019
Colombia,2019-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,Renovable,4343.7145,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,No Renovable,794.0171,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,No Renovable,226.2013,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,No Renovable,1195.5371,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,Renovable,127.1521,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,No Renovable,0.0,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,Renovable,12.2493,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,Renovable,0.0,GWh,10,2019
Colombia,2019-10-01,Net Electricity Production,Renovable,2.2724,GWh,10,2019
Colombia,2019-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,Renovable,4487.7466,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,No Renovable,661.9628,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,No Renovable,218.6959,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,No Renovable,1079.8313,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,Renovable,127.1505,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,No Renovable,0.0,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,Renovable,12.4992,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,Renovable,0.0,GWh,9,2019
Colombia,2019-09-01,Net Electricity Production,Renovable,2.4165,GWh,9,2019
Colombia,2019-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,Renovable,4993.6641,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,No Renovable,370.5685,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,No Renovable,220.9033,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,No Renovable,1056.4142,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,Renovable,127.1511,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,No Renovable,0.0,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,Renovable,13.1855,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,Renovable,0.0,GWh,8,2019
Colombia,2019-08-01,Net Electricity Production,Renovable,3.786,GWh,8,2019
Colombia,2019-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,Renovable,5101.3135,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,No Renovable,319.5691,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,No Renovable,218.7735,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,No Renovable,936.1748,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,Renovable,127.1514,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,No Renovable,0.0,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,Renovable,12.702,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,Renovable,0.0,GWh,7,2019
Colombia,2019-07-01,Net Electricity Production,Renovable,6.3567,GWh,7,2019
Colombia,2019-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,Renovable,4901.9759,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,No Renovable,278.2656,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,No Renovable,219.1904,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,No Renovable,913.9646,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,Renovable,127.1482,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,No Renovable,0.0,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,Renovable,11.9723,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,Renovable,0.0,GWh,6,2019
Colombia,2019-06-01,Net Electricity Production,Renovable,6.4304,GWh,6,2019
Colombia,2019-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,Renovable,4810.2852,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,No Renovable,543.8488,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,No Renovable,225.3881,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,No Renovable,921.0738,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,Renovable,127.1417,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,No Renovable,0.0,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,Renovable,0.0,GWh,5,2019
Colombia,2019-05-01,Net Electricity Production,Renovable,10.4222,GWh,5,2019
